iter	Logloss
473	0.2802960286
474	0.2802034831
475	0.2801303385
476	0.2800330729
477	0.279927474
478	0.279810026
479	0.2796526693
480	0.2795383464
481	0.2793979818
482	0.2792482096
483	0.2791792969
484	0.2790970703
485	0.2789273438
486	0.2787979818
487	0.2786977865
488	0.2785542643
489	0.2784314128
490	0.2783085937
491	0.2781827474
492	0.2781099284
493	0.2780273112
494	0.2779667318
495	0.2778755534
496	0.2777775716
497	0.2776723958
498	0.2775881185
499	0.2775191406
500	0.2773536458
501	0.2772629557
502	0.2771619792
503	0.2770771484
504	0.2769824544
505	0.2769000651
506	0.2768033203
507	0.2766320964
508	0.2765449219
509	0.2764278646
510	0.2763219727
511	0.2762642904
512	0.2761436198
513	0.2760184245
514	0.2758761719
515	0.2758040039
516	0.2757075521
517	0.2755923503
518	0.2754528646
519	0.2753296549
520	0.2752342448
521	0.2751691406
522	0.2750382487
523	0.274878776
524	0.2747626302
525	0.2747085938
526	0.2746486979
527	0.2745251628
528	0.2744268555
529	0.2743427409
530	0.2742354818
531	0.2741186849
532	0.2740007161
533	0.2739201172
534	0.2738270182
535	0.2737246745
536	0.2736259766
537	0.2735013672
538	0.2734167643
539	0.2733583984
540	0.2732338216
541	0.2731628255
542	0.2730954102
543	0.2729811523
544	0.2728749512
545	0.2727980469
546	0.2726646647
547	0.2725532227
548	0.2724870117
549	0.2723477539
550	0.2722033691
551	0.2721020833
552	0.2719800944
553	0.2718739095
554	0.2716848633
555	0.2715956055
556	0.2714971029
557	0.2713944661
558	0.2713188477
559	0.2712125488
560	0.2710723145
561	0.2710070964
562	0.2708866211
563	0.2707707031
564	0.2706890299
565	0.270500944
566	0.2704031901
567	0.2703495117
568	0.2702242025
569	0.2701014974
570	0.2700625488
571	0.2699356608
572	0.2698272135
573	0.2697508464
574	0.2696327148
575	0.2695517578
576	0.2694700195
577	0.2693282064
578	0.2692356608
579	0.269122819
580	0.268998112
581	0.2689015951
582	0.2687785156
583	0.2686576823
584	0.2685686198
585	0.2684613118
586	0.2683930501
587	0.2682687012
588	0.2681777344
589	0.2680482422
590	0.2679428874
591	0.2678466471
592	0.2677135417
593	0.2676223307
594	0.2675325846
595	0.2674166992
596	0.2673374349
597	0.2672721029
598	0.2671748372
599	0.2670800293
600	0.266961377
601	0.2668246745
602	0.266721875
603	0.2666383626
604	0.2665475098
605	0.2664347982
606	0.266380013
607	0.2662622396
608	0.2661924642
609	0.265999235
610	0.2658617187
611	0.2657555501
612	0.2656810221
613	0.2655753581
614	0.2654624349
615	0.2654333984
616	0.2653052572
617	0.2652225586
618	0.2651097982
619	0.2650370117
620	0.2649367839
621	0.2648031413
622	0.2647106445
623	0.2645763346
624	0.2643921712
625	0.2643178874
626	0.2642339844
627	0.2641543132
628	0.2640359863
629	0.2639153971
630	0.2637951823
631	0.2636690918
632	0.2635438151
633	0.2633735514
634	0.2632879232
635	0.2631649414
636	0.2630688477
637	0.2630049805
638	0.2629023763
639	0.2628382324
640	0.2627557943
641	0.2626468587
642	0.2625956543
643	0.2625016276
644	0.2623885091
645	0.2622902995
646	0.2621432292
647	0.2620244466
648	0.2619332357
649	0.2618689941
650	0.2618055501
651	0.2617123535
652	0.2615975749
653	0.2614977865
654	0.2613602051
655	0.2612449219
656	0.2611398437
657	0.2610090169
658	0.2608996419
659	0.2607971029
660	0.2607244629
661	0.2606466471
662	0.2605399414
663	0.260425
664	0.2603469889
665	0.2602563151
666	0.2600778483
667	0.2599732422
668	0.2598986979
669	0.2598262533
670	0.2597637044
671	0.2596527344
672	0.2595747884
673	0.2594927083
674	0.2594139323
675	0.2593347656
676	0.2592219401
677	0.2590907552
678	0.2590010742
679	0.2589264648
680	0.2588482422
681	0.2587770345
682	0.2586756185
683	0.2585492025
684	0.2584625
685	0.2583983561
686	0.2582930664
687	0.2581853841
688	0.2580822754
689	0.2579748698
690	0.2579215495
691	0.2578827962
692	0.2577558919
693	0.2576897461
694	0.2575970215
695	0.2574965332
696	0.2574056152
697	0.257249528
698	0.2571357096
699	0.257014974
700	0.2569346517
701	0.2568277507
702	0.256724707
703	0.2566621257
704	0.2565073242
705	0.2564451009
706	0.2563444987
707	0.256264388
708	0.2561360352
709	0.2560532552
710	0.2559663411
711	0.2557900391
712	0.2556832682
713	0.255582959
714	0.2554728841
715	0.2553866536
716	0.2553336914
717	0.2552461589
718	0.2551767253
719	0.255096875
720	0.2550345378
721	0.2549203613
722	0.2548394531
723	0.2547581217
724	0.2546602539
725	0.2546504557
726	0.2545221842
727	0.2544234863
728	0.2543431966
729	0.2542797201
730	0.2542086589
731	0.2541113444
732	0.2540116699
733	0.2539213542
734	0.2538292318
735	0.2537744466
736	0.2536947591
737	0.2535767904
738	0.2535388021
739	0.2534541992
740	0.2533584635
741	0.2532438639
742	0.2531183268
743	0.2530524089
744	0.2529691569
745	0.2528229329
746	0.2527277995
747	0.2526031413
748	0.2525363607
749	0.2524806478
750	0.2523914063
751	0.2522241048
752	0.2521681641
753	0.2520940267
754	0.2519998698
755	0.2518476074
756	0.2517393555
757	0.2516518066
758	0.2515448405
759	0.2514025553
760	0.2513001139
761	0.2512008138
762	0.2510802409
763	0.2510178385
764	0.2509513672
765	0.2508388672
766	0.250758903
767	0.2506607096
768	0.250562028
769	0.2504623698
770	0.25038361
771	0.2503290365
772	0.2502301107
773	0.2501454753
774	0.2500529785
775	0.2499779134
776	0.2498733887
777	0.249763916
778	0.2496685547
779	0.2495851888
780	0.2494769857
781	0.2493927409
782	0.2493341309
783	0.2492475423
784	0.2491330078
785	0.2490544922
786	0.248957487
787	0.248845931
788	0.2487262207
789	0.2486454264
790	0.2485715332
791	0.2485089193
792	0.2484359375
793	0.2483030599
794	0.2482171549
795	0.2481006999
796	0.2479701497
797	0.2478958659
798	0.2478211914
799	0.2477716471
800	0.2477092611
801	0.2476208984
802	0.2475540853
803	0.2474567383
804	0.2473561686
805	0.2472480469
806	0.2471665202
807	0.2470636393
808	0.2469974935
809	0.2469158203
810	0.2467672363
811	0.2466645833
812	0.2465811361
813	0.2464889811
814	0.246419694
815	0.246365804
816	0.2462678385
817	0.2462125977
818	0.2461402669
819	0.2460634766
820	0.2459476563
821	0.2458840658
822	0.2458141276
823	0.245731543
824	0.2456216797
825	0.2455301107
826	0.2454116862
827	0.2452901204
828	0.2452115234
829	0.245152181
830	0.245140918
831	0.2451056641
832	0.24497264
833	0.2448857259
834	0.2448147135
835	0.2447191406
836	0.2446160807
837	0.2445646647
838	0.2444518229
839	0.2443549154
840	0.2442666016
841	0.2442068685
842	0.2440818359
843	0.2439894206
844	0.2439383464
845	0.2438636556
846	0.2437922201
847	0.2436624512
848	0.2435720866
849	0.2435041992
850	0.2433861003
851	0.2432810547
852	0.2432134766
853	0.2431499186
854	0.2430789063
855	0.2430171224
856	0.2429424967
857	0.2428596354
858	0.2427435221
859	0.2426816732
860	0.2425475586
861	0.2425033203
862	0.2424319336
863	0.242356071
864	0.2422967122
865	0.2421918783
866	0.2421402344
867	0.2420651042
868	0.2420124349
869	0.2419042969
870	0.2418029622
871	0.241735612
872	0.2416429036
873	0.241550944
874	0.2414775879
875	0.2413597168
876	0.2412772461
877	0.2411521159
878	0.2410577148
879	0.2409961751
880	0.2408995768
881	0.2407992025
882	0.2407160807
883	0.2406501302
884	0.2405724284
885	0.2404777669
886	0.2403873372
887	0.240324349
888	0.2402239258
889	0.2401592448
890	0.240071582
891	0.2400046549
892	0.2399236816
893	0.2398385254
894	0.2397884277
895	0.2397723145
896	0.2396884928
897	0.2396109701
898	0.2395601237
899	0.2394906901
900	0.239394043
901	0.2393184245
902	0.2392180664
903	0.239132194
904	0.2390692383
905	0.2389915039
906	0.2388961589
907	0.2388251302
908	0.238738623
909	0.2386505208
910	0.2385399414
911	0.2384530436
912	0.2383933757
913	0.2382990072
914	0.2382323568
915	0.2381688477
916	0.2381045898
917	0.2380484863
918	0.237967041
919	0.2378773112
920	0.2378039876
921	0.2377784668
922	0.2376746582
923	0.2376386719
924	0.2375724772
925	0.2375499023
926	0.2374622559
927	0.2373647135
928	0.2372948079
929	0.2372250977
930	0.2371628906
931	0.2370739421
932	0.2370212565
933	0.236925472
934	0.2369108236
935	0.2368248861
936	0.2367400716
937	0.2366057617
938	0.2365564779
939	0.2364577474
940	0.2363753743
941	0.2363041016
942	0.2362356283
943	0.236165625
944	0.2360939616
945	0.236047819
946	0.2359699544
947	0.235901709
948	0.2358876953
949	0.2358044596
950	0.235714974
951	0.2356428548
952	0.2356071289
953	0.2355221517
954	0.2354273437
955	0.2353552409
956	0.2352289063
957	0.2351538737
958	0.2351083008
959	0.234992806
960	0.2349201497
961	0.2348498047
962	0.2347029948
963	0.2345772135
964	0.2344536133
965	0.2343619954
966	0.2342742188
967	0.2342049805
968	0.2341197266
969	0.2340602376
970	0.2340029948
971	0.2338828776
972	0.2338132324
973	0.2337469238
974	0.2336616862
975	0.2335775228
976	0.2335104492
977	0.2334524577
978	0.2334085286
979	0.2333165039
980	0.2331995443
981	0.2331046224
982	0.2329946289
983	0.2329479655
984	0.2328713542
985	0.2328064779
986	0.2327273112
987	0.2326471354
988	0.2325449544
989	0.2324350098
990	0.2323376302
991	0.2322815104
992	0.2322236654
993	0.2321630534
994	0.2320664714
995	0.2320018555
996	0.2319078451
997	0.2318852539
998	0.2318146159
999	0.2317108073
